MSZoning,LotArea,Utilities,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,BsmtQual,BsmtCond,CentralAir,KitchenQual,GarageType,GarageArea,GarageQual,GarageCond,SalePrice
RL,10625,AllPub,SFoyer,7,6,1974,Gable,Gd,TA,Y,Gd,Attchd,528,TA,TA,170000
RL,13891,AllPub,1Story,10,5,2006,Gable,Ex,Gd,Y,Ex,Attchd,850,TA,TA,465000
RL,11435,AllPub,2Story,8,7,1929,Gable,Gd,TA,Y,Gd,Detchd,400,TA,TA,230000
RL,12090,AllPub,SLvl,6,7,1984,Hip,Gd,TA,Y,TA,BuiltIn,477,TA,TA,178000
FV,8125,AllPub,2Story,7,5,2005,Gable,Gd,TA,Y,Gd,Attchd,615,TA,TA,186500
RL,12328,AllPub,SLvl,6,5,1976,Gable,TA,TA,Y,TA,Attchd,888,TA,TA,169900
RM,9600,AllPub,2.5Unf,6,5,1917,Gable,Gd,TA,N,TA,Detchd,396,Fa,Fa,129500
RL,7200,AllPub,1Story,5,7,1950,Gable,TA,TA,Y,TA,Attchd,276,TA,TA,119000
RL,11160,AllPub,1Story,7,5,1968,Hip,TA,TA,Y,Ex,Attchd,522,TA,TA,244000
RL,3136,AllPub,1Story,7,5,2003,Gable,Gd,TA,Y,Gd,Attchd,478,TA,TA,171750
RL,9858,AllPub,1Story,5,6,1968,Gable,TA,TA,Y,TA,Attchd,288,TA,TA,130000
RL,17542,AllPub,2Story,7,7,1974,Gable,TA,TA,Y,Gd,Attchd,518,TA,TA,294000
RL,6931,AllPub,2Story,7,5,2003,Gable,Gd,TA,Y,Gd,BuiltIn,397,TA,TA,165400
RM,6240,AllPub,1.5Fin,6,6,1931,Gable,TA,Fa,Y,TA,Detchd,560,TA,TA,127500
RL,14303,AllPub,1Story,8,5,1994,Hip,Gd,TA,Y,Gd,Attchd,691,TA,TA,301500
RL,4060,AllPub,1Story,5,8,1922,Gable,Fa,TA,Y,TA,Attchd,0,TA,TA,99900
RL,9587,AllPub,SLvl,7,5,2005,Gable,Gd,TA,Y,Gd,Attchd,400,TA,TA,190000
RL,9750,AllPub,1Story,6,8,1969,Gable,Gd,TA,Y,TA,Attchd,460,TA,TA,151000
RL,24682,AllPub,2Story,6,5,1999,Gable,Gd,TA,Y,TA,BuiltIn,502,TA,TA,181000
RL,9600,AllPub,1Story,5,6,1956,Hip,TA,TA,Y,TA,Attchd,338,TA,TA,128900
RL,11250,AllPub,1.5Fin,4,5,1957,Gable,TA,TA,Y,TA,Attchd,304,TA,TA,161500
RL,13515,AllPub,2Story,6,6,1919,Gambrel,TA,TA,Y,TA,Detchd,520,TA,TA,180500
RH,4060,AllPub,1Story,6,5,1998,Gable,Gd,TA,Y,Gd,Attchd,511,TA,TA,181000
FV,3735,AllPub,2Story,7,5,1999,Hip,Gd,TA,Y,Gd,Detchd,506,TA,TA,183900
RM,10120,AllPub,2.5Unf,7,4,1910,Hip,TA,TA,N,TA,Detchd,308,TA,TA,122000
RL,13214,AllPub,1Story,9,5,2008,Hip,Ex,TA,Y,Ex,Attchd,746,TA,TA,378500
RL,14100,AllPub,1.5Fin,8,9,1935,Gable,TA,TA,Y,Gd,BuiltIn,1014,TA,TA,381000
RL,11344,AllPub,1.5Fin,5,5,1958,Gable,TA,TA,Y,TA,Attchd,315,TA,TA,144000
RL,23595,AllPub,1Story,7,6,1979,Shed,Gd,TA,Y,Gd,Attchd,586,TA,TA,260000
RL,9156,AllPub,1Story,6,7,1968,Hip,TA,TA,Y,Gd,Attchd,462,TA,TA,185750
RL,13526,AllPub,1Story,5,6,1965,Hip,TA,TA,Y,TA,Attchd,288,TA,TA,137000
RL,11512,AllPub,SLvl,6,7,1959,Gable,TA,TA,Y,Ex,Basment,312,TA,TA,177000
RL,5362,AllPub,1.5Fin,5,6,1910,Gable,TA,TA,Y,TA,Detchd,552,TA,TA,139000
RL,11345,AllPub,2Story,5,5,1948,Gable,TA,TA,Y,TA,Detchd,400,TA,Fa,137000
RL,12936,AllPub,2Story,6,6,1972,Gable,TA,Gd,Y,TA,Attchd,497,TA,TA,162000
RL,17871,AllPub,SLvl,6,5,1967,Gable,Gd,TA,Y,TA,Attchd,480,TA,TA,197900
RL,9473,AllPub,2Story,8,5,2002,Gable,Gd,TA,Y,Gd,Attchd,577,TA,TA,237000
C (all),7500,AllPub,1.5Fin,4,4,1920,Gable,TA,TA,Y,TA,Detchd,528,TA,TA,68400
RL,9808,AllPub,1Story,7,5,2002,Gable,Gd,TA,Y,Gd,Attchd,544,TA,TA,227000
RL,8049,AllPub,1Story,7,5,1990,Hip,Gd,TA,Y,TA,Attchd,484,Gd,Gd,180000
RL,8800,AllPub,1Story,5,7,1977,Gable,Gd,TA,Y,Gd,Detchd,484,TA,TA,150500
RL,9400,AllPub,2Story,6,5,1971,Mansard,TA,TA,Y,TA,Attchd,0,TA,TA,139000
RL,9638,AllPub,1.5Fin,6,7,1919,Gable,TA,TA,Y,Gd,Detchd,336,TA,TA,169000
RM,6000,AllPub,1.5Fin,6,6,1939,Gable,TA,TA,Y,TA,Detchd,280,TA,TA,132500
RL,9790,AllPub,1Story,6,5,1963,Hip,TA,TA,Y,TA,Attchd,528,TA,TA,143000
RL,36500,AllPub,1Story,5,5,1964,Gable,TA,TA,Y,TA,Attchd,390,TA,TA,190000
RL,5664,AllPub,1Story,8,5,2000,Gable,Gd,TA,Y,Ex,Attchd,499,TA,TA,278000
RL,11065,AllPub,2Story,8,5,2006,Gable,Gd,TA,Y,Ex,BuiltIn,753,TA,TA,281000
RL,14112,AllPub,SLvl,5,7,1964,Hip,TA,TA,Y,TA,Attchd,484,TA,TA,180500
RM,1680,AllPub,2Story,5,7,1972,Gable,TA,TA,Y,TA,Detchd,264,TA,TA,119500
RM,6600,AllPub,2Story,5,4,1892,Gable,TA,TA,N,TA,Attchd,432,TA,TA,107500
RL,10140,AllPub,2Story,7,5,1976,Gable,Gd,TA,Y,TA,Attchd,528,TA,TA,162900
RL,8172,AllPub,1Story,5,7,1955,Hip,TA,TA,Y,TA,Detchd,572,TA,TA,115000
RL,8400,AllPub,1Story,5,5,1968,Hip,TA,TA,Y,TA,Attchd,288,TA,TA,138500
RL,8700,AllPub,1Story,5,6,1963,Hip,TA,TA,Y,TA,Attchd,525,TA,TA,155000
RM,3675,AllPub,SFoyer,6,5,2005,Gable,Gd,TA,Y,TA,Basment,525,TA,TA,140000
RL,63887,AllPub,2Story,10,5,2008,Hip,Ex,TA,Y,Ex,Attchd,1418,TA,TA,160000
RL,7500,AllPub,1Story,5,7,1959,Hip,TA,TA,Y,Gd,Attchd,305,TA,TA,154000
RL,10762,AllPub,2Story,7,5,1999,Gable,Gd,TA,Y,Gd,Attchd,490,TA,TA,225000
RL,7500,AllPub,2Story,6,7,1942,Gable,TA,TA,Y,Gd,Attchd,213,TA,TA,177500
RL,10120,AllPub,2Story,8,5,1994,Hip,Gd,TA,Y,Gd,Attchd,844,TA,TA,290000
RL,8688,AllPub,1Story,7,5,2005,Gable,Gd,TA,Y,Gd,Attchd,834,TA,TA,232000
RM,3363,AllPub,2Story,7,5,2004,Gable,Gd,TA,Y,Gd,Detchd,380,TA,TA,130000
RL,13173,AllPub,1Story,9,5,2006,Hip,Ex,TA,Y,Ex,Attchd,840,TA,TA,325000
RL,6955,AllPub,1Story,7,5,2005,Gable,Gd,TA,Y,Gd,Attchd,474,TA,TA,202500
RL,8072,AllPub,1Story,5,5,1994,Gable,Gd,Gd,Y,TA,Detchd,480,TA,TA,138000
RM,12000,AllPub,1Story,5,7,1948,Gable,TA,TA,Y,Gd,Attchd,528,TA,TA,147000
RL,7153,AllPub,1Story,6,5,1991,Gable,Gd,TA,Y,Gd,Attchd,496,TA,TA,179200
RL,17500,AllPub,1Story,7,8,1959,Gable,Gd,TA,Y,Ex,Attchd,567,TA,TA,335000
RL,8814,AllPub,1Story,7,5,2005,Gable,Gd,TA,Y,Gd,Attchd,508,TA,TA,203000
RL,9572,AllPub,2Story,8,5,1990,Gable,Ex,TA,Y,Gd,Attchd,750,Gd,Gd,302000
RL,14774,AllPub,2Story,9,5,1999,Gable,Gd,TA,Y,Gd,BuiltIn,779,TA,TA,333168
RL,8190,AllPub,1Story,4,6,1954,Hip,TA,TA,Y,TA,Detchd,280,TA,TA,119000
RL,11075,AllPub,2Story,6,5,1969,Gable,Fa,TA,Y,TA,Attchd,576,TA,TA,206900
RL,10226,AllPub,1Story,8,5,2008,Gable,Ex,TA,Y,Ex,Attchd,860,TA,TA,295493
FV,4230,AllPub,1Story,7,5,2006,Gable,Ex,Gd,Y,Gd,Attchd,466,TA,TA,208900
RL,14781,AllPub,1Story,8,5,2001,Hip,Gd,TA,Y,Gd,Attchd,748,TA,TA,275000
RL,10215,AllPub,1Story,4,5,1954,Hip,TA,TA,Y,TA,Attchd,248,TA,TA,111000
RL,8400,AllPub,1Story,6,3,1957,Hip,TA,TA,Y,TA,Attchd,442,TA,TA,156500
RL,6627,AllPub,1Story,3,6,1949,Hip,TA,TA,N,TA,Detchd,287,TA,Fa,72500
RL,10186,AllPub,2Story,7,5,1992,Gable,Gd,TA,Y,Gd,Attchd,564,TA,TA,190000
RL,5330,AllPub,1Story,4,7,1940,Hip,TA,TA,Y,Fa,Attchd,0,TA,TA,82500
RL,9986,AllPub,1Story,8,5,2006,Gable,Ex,TA,Y,Gd,Attchd,895,TA,TA,147000
RM,3636,AllPub,1Story,4,4,1922,Gable,TA,Fa,N,TA,Attchd,0,TA,TA,55000
RH,4270,AllPub,1Story,3,6,1931,Gable,TA,TA,Y,Gd,Attchd,0,TA,TA,79000
RL,6600,AllPub,1Story,5,9,1982,Gable,TA,TA,Y,Gd,Attchd,264,TA,TA,130500
RM,10440,AllPub,1.5Fin,6,7,1920,Gable,Gd,TA,Y,TA,Detchd,520,Fa,TA,256000
RL,9084,AllPub,2Story,7,5,1998,Hip,Gd,TA,Y,TA,Attchd,462,TA,TA,176500
RL,10000,AllPub,1Story,8,5,2006,Hip,Gd,Gd,Y,Gd,Attchd,825,TA,TA,227000
RL,10780,AllPub,SLvl,5,5,1976,Gable,TA,TA,Y,TA,Detchd,576,TA,TA,132500
RL,8877,AllPub,1Story,4,6,1938,Gable,TA,TA,Y,TA,Detchd,288,Fa,Fa,100000
RM,7200,AllPub,1.5Fin,5,6,1938,Gable,TA,TA,Y,Gd,Detchd,297,TA,TA,125500
RM,2368,AllPub,2Story,5,6,1970,Gable,TA,TA,Y,TA,Attchd,440,TA,TA,125000
RL,9650,AllPub,1Story,6,5,1977,Gable,Gd,TA,Y,TA,Attchd,630,TA,TA,167900
RL,9246,AllPub,1Story,5,5,1973,Gable,TA,TA,Y,TA,Detchd,506,TA,TA,135000
RM,4118,AllPub,1Story,4,4,1941,Gable,TA,TA,N,Fa,Attchd,0,TA,TA,52500
RL,13450,AllPub,2Story,7,5,2002,Gable,Gd,TA,Y,Gd,BuiltIn,492,TA,TA,200000
RL,9560,AllPub,1Story,5,7,1972,Hip,TA,TA,Y,TA,Attchd,288,TA,TA,128500
RL,8294,AllPub,1Story,4,5,1971,Gable,TA,TA,Y,TA,Detchd,480,TA,TA,123000
RL,13695,AllPub,1Story,6,5,2003,Gable,Gd,TA,Y,Gd,Detchd,576,TA,TA,155000
RL,9375,AllPub,2Story,8,5,2002,Gable,Gd,TA,Y,Gd,Attchd,647,TA,TA,228500
RL,7558,AllPub,1.5Fin,6,6,1928,Gable,TA,TA,Y,TA,Detchd,342,Fa,Fa,177000
RL,11103,AllPub,2Story,7,5,2006,Gable,Gd,TA,Y,Gd,Attchd,440,TA,TA,155835
RM,6000,AllPub,1Story,4,4,1920,Hip,TA,TA,Y,Fa,Detchd,308,TA,TA,108500
RL,20781,AllPub,1Story,7,7,1968,Hip,TA,TA,Y,TA,Attchd,508,Gd,TA,262500
RL,15306,AllPub,1Story,8,5,2006,Gable,Ex,TA,Y,Gd,Attchd,712,TA,TA,283463
RL,16196,AllPub,1Story,7,5,1998,Gable,Gd,TA,Y,Gd,Attchd,514,TA,TA,215000
RM,5250,AllPub,2Story,8,5,1872,Gable,TA,Fa,N,TA,Attchd,0,TA,TA,122000
RL,11643,AllPub,2Story,5,5,1969,Gable,TA,TA,Y,TA,Detchd,968,TA,TA,200000
RL,9247,AllPub,2Story,6,6,1962,Gable,TA,TA,Y,TA,Attchd,490,TA,TA,171000
RM,6000,AllPub,1.5Fin,6,9,1937,Gable,TA,TA,Y,TA,Detchd,624,TA,TA,134900
RL,14720,AllPub,1.5Fin,8,5,1995,Hip,Gd,TA,Y,Gd,Attchd,666,TA,TA,410000
RL,10316,AllPub,2Story,7,5,2000,Gable,Gd,TA,Y,Gd,Attchd,839,TA,TA,235000
RL,10192,AllPub,SLvl,7,6,1968,Gable,TA,TA,Y,Gd,Attchd,487,TA,TA,170000
RL,9477,AllPub,1Story,5,5,1966,Gable,TA,TA,Y,TA,Attchd,264,TA,TA,110000
RL,12537,AllPub,1Story,5,6,1971,Gable,TA,TA,Y,TA,Attchd,500,TA,TA,149900
FV,2117,AllPub,2Story,6,5,2000,Gable,Gd,TA,Y,Gd,Detchd,440,TA,TA,177500
RL,16737,AllPub,1Story,9,5,2004,Hip,Ex,TA,Y,Ex,Attchd,770,TA,TA,315000
RL,9842,AllPub,2Story,5,6,1921,Gable,TA,Fa,Y,TA,BuiltIn,621,TA,TA,189000
RL,16158,AllPub,1Story,7,5,2005,Hip,Ex,TA,Y,Gd,Attchd,430,TA,TA,260000
RL,12513,AllPub,1.5Fin,4,4,1920,Gable,TA,Fa,Y,TA,Attchd,368,TA,TA,104900
RL,8499,AllPub,2Story,6,5,2006,Gable,Gd,TA,Y,Gd,BuiltIn,432,TA,TA,156932
FV,3180,AllPub,2Story,7,5,2005,Gable,Gd,TA,Y,Gd,Detchd,480,TA,TA,144152
FV,7500,AllPub,2Story,7,5,2000,Gable,Gd,TA,Y,Gd,Attchd,663,TA,TA,216000
RL,9179,AllPub,2Story,7,5,1999,Gable,Gd,TA,Y,Gd,Attchd,588,TA,TA,193000
RM,2665,AllPub,2Story,5,6,1977,Gable,TA,TA,Y,TA,Attchd,336,TA,TA,127000
RM,4435,AllPub,1Story,6,5,2003,Gable,Gd,TA,Y,Gd,Attchd,420,TA,TA,144000
RL,10635,AllPub,1Story,8,5,2003,Hip,Gd,TA,Y,Gd,Attchd,502,TA,TA,232000
RL,5400,AllPub,1.5Fin,4,6,1920,Gable,TA,TA,Y,TA,Detchd,338,TA,TA,105000
RL,9600,AllPub,SLvl,6,6,1955,Hip,TA,TA,Y,Gd,BuiltIn,377,TA,TA,165500
RL,9750,AllPub,2Story,7,6,1998,Gable,Gd,TA,Y,Gd,Detchd,583,TA,TA,274300
RL,11400,AllPub,1Story,10,5,2001,Hip,Ex,TA,Y,Ex,Attchd,804,TA,TA,466500
FV,10625,AllPub,2Story,7,5,2005,Gable,Gd,TA,Y,Gd,Attchd,936,TA,TA,250000
RL,10991,AllPub,1Story,8,5,2007,Gable,Gd,TA,Y,Gd,Attchd,722,TA,TA,239000
RL,6292,AllPub,1Story,6,5,1930,Gable,Gd,TA,N,TA,Detchd,160,Fa,TA,91000
RL,10998,AllPub,1.5Fin,5,5,1941,Gable,TA,TA,Y,TA,Detchd,660,TA,TA,117000
RM,1953,AllPub,2Story,6,5,1973,Gable,TA,Fa,Y,TA,Detchd,264,TA,TA,83000
RL,9735,AllPub,SLvl,5,5,2006,Gable,Gd,TA,Y,Gd,BuiltIn,400,TA,TA,167500
RL,8212,AllPub,1Story,3,3,1914,Gable,TA,Fa,N,TA,Detchd,200,TA,Fa,58500
RL,12925,AllPub,1Story,6,7,1970,Gable,TA,TA,Y,TA,Attchd,550,TA,TA,237500
RM,7200,AllPub,2Story,7,7,1920,Hip,Fa,TA,Y,Gd,Detchd,576,TA,TA,157000
RL,25339,AllPub,1Story,5,7,1918,Gable,TA,TA,Y,Gd,Attchd,576,TA,TA,112000
RL,9060,AllPub,1.5Fin,6,5,1939,Gable,TA,TA,Y,TA,Detchd,280,TA,TA,105000
RM,5436,AllPub,1.5Fin,4,8,1922,Gable,TA,TA,Y,Gd,Detchd,240,TA,TA,125500
RL,16692,AllPub,2Story,7,5,1978,Gable,Gd,TA,Y,Gd,Attchd,564,TA,TA,250000
RM,8520,AllPub,1.5Fin,6,7,1916,Gable,TA,TA,N,Gd,Detchd,216,TA,TA,136000
RL,14892,AllPub,1Story,9,5,2006,Gable,Ex,TA,Y,Ex,Attchd,758,TA,TA,377500
RM,6000,AllPub,1.5Fin,6,6,1941,Gable,TA,Gd,Y,TA,Detchd,440,TA,TA,131000
RL,9100,AllPub,1Story,7,5,2000,Gable,Gd,TA,Y,Gd,Attchd,541,TA,TA,235000
RL,8944,AllPub,1Story,5,5,1967,Gable,TA,TA,Y,TA,Detchd,792,TA,TA,124000
RL,7838,AllPub,SFoyer,5,5,1967,Gable,TA,TA,Y,TA,Attchd,288,TA,TA,123000
RM,10800,AllPub,1.5Fin,6,7,1905,Gable,Fa,TA,N,TA,Detchd,672,Gd,TA,163000
RL,4045,AllPub,1Story,7,5,2006,Hip,Gd,TA,Y,Gd,Attchd,648,TA,TA,246578
RL,12665,AllPub,2Story,8,5,2005,Hip,Gd,Gd,Y,Gd,BuiltIn,642,TA,TA,281213
RL,57200,AllPub,1Story,5,5,1948,Gable,TA,TA,Y,TA,Detchd,572,TA,TA,160000
RM,6120,AllPub,2Story,5,8,1920,Gable,TA,TA,Y,TA,Detchd,180,Fa,Fa,137500
RL,7200,AllPub,1.5Fin,5,4,1950,Gable,TA,TA,Y,TA,Attchd,240,TA,TA,138000
RL,6171,AllPub,1.5Fin,6,6,1925,Gable,TA,TA,Y,Gd,Detchd,216,Fa,TA,137450
RM,6000,AllPub,1.5Fin,6,7,1929,Gable,TA,TA,Y,TA,BuiltIn,208,TA,TA,120000
RL,7415,AllPub,2Story,6,5,2004,Gable,TA,TA,Y,TA,Attchd,398,TA,TA,193000
RL,6762,AllPub,1Story,7,5,2006,Gable,Gd,Gd,Y,Gd,Attchd,662,TA,TA,193879
RL,15256,AllPub,1Story,8,5,2007,Gable,Gd,TA,Y,Gd,Attchd,754,TA,TA,282922
RL,10410,AllPub,1.5Fin,3,4,1915,Gable,TA,TA,Y,TA,Detchd,936,TA,TA,105000
RM,3842,AllPub,1Story,8,5,2004,Hip,Ex,TA,Y,Gd,Attchd,482,TA,TA,275000
RL,8445,AllPub,SFoyer,5,7,1972,Gable,Gd,TA,Y,TA,Detchd,396,TA,TA,133000
RL,8780,AllPub,1Story,5,5,1985,Gable,TA,TA,Y,TA,Attchd,0,TA,TA,112000
RM,7740,AllPub,2Story,4,7,1910,Gable,Fa,TA,Y,TA,Detchd,528,TA,TA,125500
RL,20544,AllPub,2Story,7,6,1986,Gable,Gd,TA,Y,TA,Attchd,542,TA,TA,215000
RL,12420,AllPub,2Story,7,5,2001,Gable,Gd,TA,Y,Gd,Attchd,622,TA,TA,230000
RL,9600,AllPub,1.5Fin,6,8,1950,Gable,TA,TA,Y,TA,Attchd,271,TA,TA,140000
RL,7200,AllPub,1Story,4,5,1949,Gable,TA,TA,N,TA,Detchd,420,TA,TA,90000
RL,10994,AllPub,1Story,8,5,2005,Gable,Gd,Gd,Y,Gd,Attchd,620,TA,TA,257000
RL,13053,AllPub,1.5Fin,6,7,1923,Gambrel,TA,TA,Y,Gd,Detchd,370,TA,TA,207000
RL,3635,AllPub,1Story,7,5,2007,Hip,Gd,TA,Y,Gd,Attchd,660,TA,TA,175900
RM,11340,AllPub,2Story,4,6,1885,Gable,TA,TA,Y,TA,Detchd,560,TA,TA,122500
RL,16545,AllPub,2Story,8,5,1998,Gable,Gd,TA,Y,Gd,Attchd,1069,TA,TA,340000
RL,9204,AllPub,1Story,5,5,1963,Gable,TA,TA,Y,TA,Detchd,336,TA,TA,124000
RL,16381,AllPub,1Story,6,5,1969,Gable,TA,TA,Y,Gd,Attchd,540,TA,TA,223000
RL,11700,AllPub,2Story,6,6,1968,Gable,TA,TA,Y,TA,Attchd,776,TA,TA,179900
RL,4043,AllPub,1Story,6,5,1977,Gable,Gd,TA,Y,TA,Attchd,440,TA,TA,127500
RM,4435,AllPub,1Story,6,5,2003,Gable,Gd,TA,Y,Gd,Attchd,420,TA,TA,136500
RL,19690,AllPub,SLvl,6,7,1966,Flat,Gd,TA,Y,Gd,Attchd,432,Gd,Gd,274970
RL,9503,AllPub,1Story,5,5,1958,Hip,TA,TA,Y,TA,Detchd,484,TA,TA,144000
RL,10721,AllPub,1Story,6,6,1959,Hip,TA,TA,Y,Gd,Detchd,528,TA,TA,142000
RL,10944,AllPub,2Story,7,5,1994,Gable,Gd,TA,Y,Gd,Attchd,525,TA,TA,271000
RL,10930,AllPub,1.5Fin,5,6,1945,Gable,TA,TA,Y,TA,Attchd,288,TA,TA,140000
RM,7200,AllPub,1Story,5,7,1940,Gable,TA,TA,Y,Gd,Attchd,240,TA,TA,119000
RL,12546,AllPub,1Story,6,7,1981,Gable,Gd,TA,Y,Gd,Attchd,467,TA,TA,182900
RL,21930,AllPub,2Story,5,5,2005,Gable,Gd,Gd,Y,TA,BuiltIn,372,TA,TA,192140
RL,4928,AllPub,1Story,6,6,1976,Gable,Gd,TA,Y,TA,Attchd,440,TA,TA,143750
RL,10800,AllPub,1Story,4,6,1927,Gable,TA,TA,Y,TA,Detchd,216,Fa,Fa,64500
RL,10261,AllPub,2Story,6,5,2000,Gable,Gd,TA,Y,TA,Attchd,451,TA,TA,186500
RL,17400,AllPub,1Story,5,5,1977,Gable,TA,TA,Y,TA,Attchd,484,TA,TA,160000
RL,8400,AllPub,1Story,6,9,1962,Gable,TA,TA,Y,Gd,Attchd,462,TA,TA,174000
RL,9000,AllPub,1Story,4,6,1971,Gable,TA,TA,Y,TA,Detchd,528,TA,TA,120500
RL,12444,AllPub,1Story,8,5,2008,Hip,Ex,TA,Y,Ex,Attchd,774,TA,TA,394617
RM,7407,AllPub,1Story,6,7,1957,Gable,TA,TA,Y,TA,Attchd,923,TA,TA,149700
RL,11584,AllPub,SLvl,7,6,1979,Hip,TA,TA,Y,TA,Attchd,550,TA,TA,197000
RL,11526,AllPub,2.5Fin,6,7,1922,Gable,Ex,TA,Y,TA,Detchd,672,TA,TA,191000
RM,4426,AllPub,1Story,6,5,2004,Gable,Gd,TA,Y,Gd,Attchd,420,TA,TA,149300
FV,11003,AllPub,2Story,10,5,2008,Gable,Ex,TA,Y,Ex,Attchd,812,TA,TA,310000
RL,8854,AllPub,1.5Unf,6,6,1916,Gable,TA,TA,N,Fa,Detchd,192,Fa,Po,121000
RL,8500,AllPub,1Story,7,5,2004,Gable,Gd,TA,Y,Gd,Attchd,626,TA,TA,179600
RL,8400,AllPub,SFoyer,6,5,1966,Gable,TA,TA,Y,TA,Detchd,240,TA,TA,129000
RL,26142,AllPub,1Story,5,7,1962,Gable,TA,TA,Y,TA,Attchd,312,TA,TA,157900
RL,10000,AllPub,2Story,8,5,1995,Gable,Gd,TA,Y,Gd,Attchd,556,TA,TA,240000
RL,11767,AllPub,2Story,4,7,1910,Gable,Fa,TA,N,TA,Detchd,384,Fa,TA,112000
RM,1533,AllPub,SFoyer,5,7,1970,Gable,Gd,TA,Y,Ex,Attchd,0,TA,TA,92000
RL,9000,AllPub,2Story,5,5,1974,Gable,Gd,TA,Y,TA,Attchd,0,TA,TA,136000
RL,9262,AllPub,1Story,8,5,2008,Gable,Gd,TA,Y,Ex,Attchd,840,TA,TA,287090
RM,3675,AllPub,SLvl,5,5,2005,Gable,Gd,TA,Y,TA,Basment,525,TA,TA,145000
RL,17217,AllPub,1Story,5,5,2006,Gable,Gd,TA,Y,TA,Attchd,0,TA,TA,84500
FV,7500,AllPub,1Story,7,5,2004,Gable,Gd,TA,Y,Gd,Attchd,400,TA,TA,185000
RL,7917,AllPub,2Story,6,5,1999,Gable,Gd,TA,Y,TA,Attchd,460,TA,TA,175000
RL,13175,AllPub,1Story,6,6,1978,Gable,Gd,TA,Y,TA,Attchd,500,TA,TA,210000
RL,9042,AllPub,2Story,7,9,1941,Gable,TA,Gd,Y,Gd,Attchd,252,TA,TA,266500
RL,9717,AllPub,1Story,5,6,1950,Hip,TA,TA,Y,Gd,Attchd,240,TA,TA,142125
RL,9937,AllPub,1Story,5,6,1965,Gable,TA,TA,Y,TA,Attchd,276,TA,TA,147500
